# chip channel x_steps y_steps
  1    A1      3099    2592
  1    A2      139     2589
  0    C1      9304    17380
  0    C2      12274   17415
  0    C3      15241   17435
  0    C4      18195   17458
  0    E1      9334    11473
  0    E2      12302   11507
  0    E3      15267   11516
  0    E4      18227   11522
  0    G1      9387    5548
  0    G2      12334   5577
  0    G3      15334   5599
  0    G4      18255   5616
  
